Review,Score
"ini kenapa ya sering nge bug, padahal penyimpanan hp luas, jaringan bagus. tapi suka ngelag gak jelas. apalagi kalau mau ganti akun, ngebug mulu. kadang patah patah, tolong di perbaiki dong. ini ganggu banget. jadi pas rangked itu tiba tiba lag",3
"Thanks for fix Lagging.. This game better now. Give a punishment 50point for AFK player. :) Edit : After update next project, masih banyak bug, update di in game ga jalan jalan padahal udah make WiFi + jaringan sendiri juga sama aja mengecek terus... Alhasil gue install ulang skrg. Update kali ini buat gue malah bikin penurunan, bagus sih revamp hero, hero lama yg jarang dipake jadi kepake. Grafis hmmm, lebih suka tampilan yg lama lebih smooth bwt klik"", suara cd skill yg skrg ganggu. Thanks.",3
"Makin kesini kok makin buruk game nya. Ini padahal saya udah pakai wifi + data jaringan buat boost, tapi PING sinyal masih aja kuning merah. Parahnya lagi smpk merah gabisa gerak habis match diitung AFK. Aplgi kebijakan skrng penambahan kredit point ada batas maksimal nya. Iya kalo saya afk gara"" Emang saya sendiri. Ini mah game nya yg pas eror kok malah player kena imbas afk. Jadi gabisa main RANK! TOLONG MOONTON PERBAIKI! SEBELUM BANYAK PLAYER YANG CABUT.",3
"Banyak hal"" yg sy suka dri game ini, Dan jg udh psti yg sy kurng suka. Mulai dari gameplay nya yg kdng patah"": ini penyebab sy gmpng mati dibunuh oleh lawan, sistemnya yang sring lag dan bug. serta pemberitahuan afk: sy sring mendapatkan surat pemberitahuan afk disaat sy sdh selesai bermain, pdhl saat itu sy tdk pernah sekalipun afk atau keluar dari game, dan terakhir keseimbangan tim dan musuh. Itu aja sih min, smoga ditanggapi🙏 klo sistem lainnya sdh the best lh untuk segi permainan🤓",3
tombolnya gabisa di kendalikan tolong perbaiki ya moonton,3
"om moonton,kenapa hasil pertandingan kami tidak masuk ?? padahal kami udh main 21 menit tapi kenapa hasil pertandingan dan bintang yg kami menang kan tidak masuk ??",3
"singnal gampang susah ,,tolong diperbaiki,padahal buat yg Laen lancarr",3
kondisi gua lagi di advance server.... pas event kolab naruto muncul malah gabisa login.... stack di loading screen,3
game nya kurang rekom karna dapat tim dark system mulu kalian main game ini bakal stres bisa gila kalian,3
"makin kesini makin ga jelas sama update terbaru,, masuk lobby pake segala ada bacaan antrean sedang sibuk, emg gw mau ngantri sembako monton lol",3
Gamenya bagus tapi megic chessnya nggak bisa di mainkan harus download megic chess sendiri,3
"sebenernya gamenya seru,tapi masih banyak yang harus diperbaiki,terutama masalah jaringan,masa iya baru masuk in game ping langsung 120 padahal jaringan data bagus,terus lagi masalah ketika in game pertengahan game ping merah dan keluar game otomatis.Udah coba relog tetep ga bisa, masuk malah jadi afk ..kepada pihak Moonton tolong dibaca dan segera perbaiki,karena bukan saya saja yang mengalami masalah ini,banyak player yang juga senasib dengan saya.",3
sesudah update jaringan jadi gjls,3
"banyak dark system,banyak yang berbayar tapi untuk over all bagus",3
min kenapa belakangan ini leg tiba tiba padahal signal hijau tolong di perbaikin lg servisnya,3
aku kena ban karena pakai script ngapa lah yg pakai script di ban padahal orang mau merasakan skin Sultan padahal script tidak menggangu orang,3
"Akun saya tiba-tiba berganti sendiri menjadi akun baru, setelah di rubah akun lama masuknya tetap di akun yang baru, tolong solusinya dari pihak pengembang, saya sudah coba cara pengembalian akun tapi caranya terlalu ribet kebanyakan pertanyaan, apa lagi mengenai tgl pembelian topup dan bukti, saya sudah tidak ingat kapan terakhir saya topup dan sudah tidak menyimpan buktinya. Tolong di permudah cara pengembalian akunnya. Kalau akun saya tidak bisa di kembalikan maka saya atop bermain game ini.",3
"Heran aku, pas main klasik/rank ga ngelag giliran main mcl eh tiba2 sinyalnya merah kuning mulu padahal Telkomsel di tempatku full sinyalnya, udah coba relog eh malah gabisa masuk sama sekali alhasil direport sama temen setim karena afk. Tolonglah segera difix, klo gamau playernya pada pindah game nantinya.",3
"Gamenya sih seru seru aja cuman kalo misal mulai pertandingan tiba tiba hp ngefreeze atau lag atau kepencet keluar jadi terpaksa relog yg bikin saya kesal pas relognya nunggunya lama bangettt gimana coba bahkan mulai pertandingannya aja lebih cepat yg bikin saya tambah kesal tiap relog itu seolah pasti pertandingannya dah selesai,apalagi kalo misal timnya ngandalin kita tapi malah masalah terus relog lama jadi kalah , tolong lah diperbaiki supaya lebih cepat pas relog ke pertandingan",3
"Game-nya bagus, tapi tolong kepada developer untuk memperbaiki sistem sinyalnya. Setiap kali main aku harus login ulang gara-gara sinyal padahal dibuat nonton YT, TIKTOK, dan lainnya lancar.saya sangat merasa dirugikan. Mohon segera diperbaiki kalau sudah diperbaiki saya kasih bintang 5",3
"kasi musuh tuh yg imbang, ga adil bgt masa aku lose streak berkali kali, mana jaringan nya suka ngelag bgt lagi",3
"Knapa setiap kali ganti jaringan di dalam Game itu nge frame² tolong di perbaiki jangan hanya memperbaiki masalah bug hero tapi yang seperti ini juga harus di perhatikan, dan juga saat lagi main sering keluar sendiri, dan harus login ulang, tolong di perbaiki lagi karena kalau main rank tiba² keluar sendiri itu menyusul",3
"Sebenarnya ini game seru banget, gw suka, tapi menurutku ada beberapa kekurangan 1 jaringanya lag, sering banget lag. 2 pemilihan tim kurang pas, kaya misalnya aku mitik 3 terus ketemu tim yg baru mitik sedangkan musuhnya ex glory, kayak ga adil banget gitu. Menurutku udah sih segitu, tolong diperbaiki ya moonton, terima kasih",3
"padahal udah hapus magic chess tapi masih aja berat, sering sekali kena bug lag, padahal sinyal hijau, sinyal dirumah juga lagi bagus, moonton saya harap bug nya di perbaiki karena ini sangat mengganggu, sangat tidak adil di saat musuh saya memiliki sinyal lancar sedangkan tim saya hampir semuanya terkena gangguan sinyal, padahal saya dan teman teman saya memiliki sinyal lancar, mohon di perbaiki, setidaknya jawab ulasan saya sehingga saya merasa sedikit lega.",3
"Sudah mode boost tpi tetep lag pas war giliran mati hijau ping 30. Tolong dong diperbaiki jika anda ingin konsumen senang dan tolong perbaiki servernya kami bermain tidak senang karena ping 120 ms, kami sudah pakek wifi + data dan menghidupkan speed mode masih saja ping 120. Tolong segera dijawan",3
"Dear Moonton, Menurut saya game ini sangat baik, Tetapi semenjak Update kenapa yaa ?? Jaringannya suka tidak stabil, lagi farming oke baik, pas war malah tiba² kuning, kadang juga merah, itu sangat mengganggu sekali, tolong dong untuk pihak Moonton supaya memperbaiki dari segi jaringan, padahal sinyal bagus 🙏🏻🙏🏻",3
"Hallo monton Kenapa setiap kali ada pembaharuan / update muncul notifikasi aplikasi anda ilegal atau instalasi pihak ke tiga, kalau diteruskan akun anda akan di baned pada saat login (kurang lebih srperti itu). Padahal selalu instal dari play store, masa aku harus download ulang setiap kali update",3
"Dari mulai season ke 13 ini sejak diadakannya versi cepat masalah sinyal semakin parah, sering kali low conection, sinyal jhumping, relog secara tiba-tiba dll. Sampai-sampai saya tidak bisa melanjutkan game hingga beberapa kali saya melakukan afk yg menyebabkan kerugian bintang.",3
"hallo moonton, disini saya selaku pemakai akun yg terdaftar sebagai penguji beta, menemukan adanya masalah dalam game play, yaitu pada saat bermain terjadi beberapa bug, salah satu yang saya rasa mengganggu permainan adalah hero dan turet berkedip selama permainan berlangsung, tolong segera diperbaiki. terimakasih.",3
"Game nya sih bagus, saya juga sudah bisa menguasai banyak hero"" di game ini tapi, kendalanya hanya ukuran game nya yang terlalu besar sehingga kalau main sering ngefrem apa lagi kalau sinyal nya gak setabil nambah ngefrem hape nya karena tidak mendukung untuk game ini, jadi untuk Developernya untuk bisa mengerti dengan kondisi para player nya, tidak semua player mempunyai handphone yang bagus dengan ram yang besar Tolong dimengerti untuk Develover 🙏🙏🙏",3
"Gamenya bagus tapi kadang"" loadingnya lama, saya tahu bukan 1 atau 2 pemain saja tapi ada ribuan pemain d luar sana yang menyebabkan pihak moonton bekerja keras, mungkin dari pihak sana harus segera mengupdate yang baru dan lebih bagus lagi.^^ Saya juga suka animasi heronya dan style hero masing"", saya juga suka menggambar armor para hero.",3
gamenya enak sekali dpt skin gratis yah walau kalah terus sih,3
Saya kasih bintang 3 dulu Kenapa : Karena lag saat mengeluar kan skill dan reconecting terus padahal saya sudah menggunakan WiFi Indihome Tolong jangan bikin lag lagi dan grafik nya di tambah baguskan lagi Terimakasih.. 😃 I supported you..,3
"Masalah pada game ini adalah koneksinya, sinyal 4G masih selalu lag, padahal jaringan tergolong cepat dan tidak ada masalah, pake Wifi yang sinyalnya kuat pun juga tetap masih lag.. Mohon Segera DIPERBAIKI!!!!!!!!",3
"Yang terhormat pihak monton ..tolong buat ajukan banding di perbaiki percuma ajukan banding langsung di tolak ,,iya saya afk tapi alasan saya jelas kendala mati lampu mendadak , masa iya pangkat tinggi sengaja afk,mn ada yang mau monton . Ajukan banding di baca dulu kalau kurang yakin tambahin fitur file (bukti tambahan) biar player aktif g kecewa penurunan kredit scor .. mohon di baca terimakasih",3
"tolongya untuk masalah sinyal tolong diperbaiki, server saya selalu nge lag padahal kuota baru beli wifi selalu bayar tepat waktu, tolong sinyalnya ya dan (turunkan harga diamond juga kalau ingin ML bisa lebih bersaing dengan LOL hanya sedikit masukan)",3
"Widiiih betapa kerennya nih game,, walau pun gua pindahan dari game sebelah,, Tpi penyakitnya slalu tetap sama,, Entah di ram atau jaringan... Yg pasti harusnya bisa jdi jawara,, tpi hp kita malah error ,, Hero jdi ga gerak sma skali...dan akhirnya miss juara 8😈😈😈",3
"Montoon update lagi dong,masa saya sudah divisi epic 3 masih ketemu sama divisi grandmaster harusnya epic sama ep",3
"mau nanya kok sinyal bagus pingnya juga bagus tapi pada saat mau masuk in game (match) tulisannya ""error loading file"" terus keluar dari aplikasinya begitu saja, kenapa ya? saya jadi kena report dan ngurangin kredit poin di bawah 90 dan tidak bisa main rank. tolong di beri penjelasannya",3
"Mantap , drone udah gak bisa ? Haha jos lah . Ini yg gw tunggu , dan kalo bisa map jadikan gelap seluruh layar yg ada dimap ,seperti halnya bermain moba yg lain . Agar tidak bisa melihat Musuh dari setiap sisi , antisipasi untuk player"" yg curang pakai drone sih , jadi jika gelap , player yg pakek drone gak bakal guna .",3
"Untuk moonton maaf ya saya kasih bintang 3. Sebenernya gamenya udh bagus, bagus banget malah. Tapi akhir-akhir ini koneksi jaringan sering lag, padahal di lobby hijau tapi di game lag. Jadi gk nyaman mainnya karna lag. Dan saya lihat ulasan rata-rata keluhan para pemain sama kok, gara-gara lag. Diperbaiki ya moonton. Makasih sudah berusaha buat nyenengin pemain ml👍 Semoga moonton berkembang terus kedepannya🙂",3
tolong dengan sangat perbaiki jaringan sama match matching nya,3
"Game nya keren bgt,tapi... Sayang nya ada dua hal yang tidak saya suka,yaitu pelanggaran feed dan afk,yg pertama feed dulu,, sy pernah main ML tanggal brp gituu.. dan sy memilih hero yg jaaarang sekali sy pakai,nah disitu sy mati terus karena belum terbiasa,eh malah ada yg laporin sy,sy feed dengan sengaja kan kesel padahal sy tidak bisa pakai hero itu sy juga belum tau kan, Yg ke dua afk,knp harus ada sistem afk sih?? Kan bisa yg mainin AI kalau kita mau pergi kan gk bisa di pause,ok itu aja☺️",3
"Masih sama dari awal masalah yang terus-terus berlanjut , masalah koneksi yang tiba-tiba eror/lag setiap bermain di Rank.. banyak nya player yang suka tiba-tiba keluar dari permainan.. masih terlalu ringan hukuman bagi player yang tiba-tiba afk .. harusnyaa kurang kredit poin sampai 60",3
masih ada lag pas war meskipun sinyal stabil,3
"Kpd. Yth Pihak moonton, grafik memang menurut anda sdh bagus, dan menarik, akan tetapi ada beberapa player yg kurang menyukai grafik pada saat masuk dlm match, karena kurang menarik, dan karakter hero seperti karakter kartun. Kalau bisa kembalikan saja sperti dlu grafiknya, kemudian grafik pda maps. Terlihat hitam dan, kadang bingung tower mana yg sudah hancur dan blm hancur, karena warnanya gelap. Trimakasih.",3
"Tolong ini kenpa ya,kok makin kesini grafiknya seperti kartun sih,terlebih lagi sekarang ini tidak bisa membeli item jungle jika tidak memakai retribution,revamp hero memang aga sedikit keren tapi grafik dari heronya ituloh,kayak alucard...mendingan alucard yang dulu,terus penyimpanan habis 6gb,dah kayak game pc,suara cooldown bikin ganggu,bisakan grafiknya di ubah kyk seperti dulu lagi??",3
"Game bagus sih, cuman udhlah, kalo hero nambah trus, data makin bnyak, alhasil penyimpanan makin dikit, kan kasian yg ram kecil, nanti gara gara kepenuhan dihapus deh aplny, jngan ada hero baru trus dong, trus makin di update kok makin parah y, masih ada bug, perbaikin lagi y",3
"Maaf, moonton saya kasih bintang tiga,saya sebenernya ga pernah kasih rating buat game, dan ini pertamakalinya saya kasih rating untuk game, saya player moba sedikit kecewa masih ada cheater, pas main tiba"" ngelag satu team, posisi sinyal sangat bagus, game nya keren, perfect dah kalo mobile legends, tapi adanya cheater, membuat player jadi enggan bermain game ini lagi, mohon maaf jika ada yang menyinggung, game nya bagus, tolong di perkuat system nya agar tidak mudah dimasuk in cheat:)",3
"Mohon maaf nih ye, ni game sekalinya ada bug parah banget, susah fix nya kudu hapus data nnti download ulang lagi datanya contoh nya bug di loading pas mau main itu stuck harus hapus data, saya cukup kesal dengan hal itu, dan kalo bisa diperbaiki terima kasih.",3
"Makin banyak update makin banyak bug kagak jelas, machking tidak pernah seimbang, jaringan sering banget lag, suara pas saat selesai game hilang dan pas udah dilobby suaranya muncul kembali, tolong mohon diperbaiki secepat mungkin biar nggak ada keluhan lagi, terima kasih 🙏🙏",3
"Ahahaha..Rada membuatku malas main game ini..Tapi bolehlah buat mode offlinenya.Oh ya, tolong untuk skin yang berat tolong di ringankan, sedikitpun tidak apa apa.Dan juga tolong benarkan beberapa bug yang ada di game ini.Misalnya, jaringan lag tapi ping tetap hijau dan sebaliknya jaringan lancar tapi ping merah. Oke tolong diperbaiki yaa! Dan tolong beri lawan yang setara dengan tim sendiri, jangan tim lawan jago main sedangkan tim sendiri bermain seperti bot.Untuk event eventnya sudah bagus!",3
"Klo boleh saran, unduhan tambahan nya bisa sambil keluar dari aplikasi dong, soalnya bosan jika harus menunggu di loby 🙏🙏",3
"Padahal sinyal lumayan bagus buat buka YT ig dan streaming.. tapi gikiran buat push rank malah merah-kuning dan akhirnya nge-lag... Ram masih kosong,, penyimpanan juga sama,, hp Nggak kentang2 amat,, tapi begini mulu😑 kadang malah nggak mau load samsek,, cuman hitam aja layarnya",3
"Setelah season kenapa setiap mau pick hero selalu reconnect, bahkan saat mau masuk battlefield reconnect lagi kembali ke lobby, pake mode cepat ternyata suka eror padahal sebelum diupgrade mode cepat aman-aman aja, tolong moonton diperbaiki masalahnya. Tapi kalau seudah maen lancar",3
bisa gak sih klo download di jeda itu gak download di latarbelakang bikin emosi aja padahal ga download kok tiba-tiba nambah sendiri,3
"Selamat malam Moonton, tolong diperbaiki lag nya, setelah update besar besaran malah sering terjadi lag padahal sinyal 4g tapi selalu lag saat di battle, sinyal merah, sinyal kuning gitu gitu aja.Semoga cepat diperbaiki,karena kalau tidak para player akan pindah ke game lain.",3
tolong lah ini banyak player publik gak jelas tolong dibkasih peringatan,3
"Untuk hero, skin, dan grafik itu sudah sangat bagus sekali. Namun, yang kurang hanyalah match nya, kadang ketika player mendapatkan tim dark system lah, tim egois, bahkan kadang mendapatkan tim yang... *mohon maaf, beban. Dan mendapatkan lawan yg lebih unggul drpd tim nya. Sekian dr sya, trmksh 🙏",3
"Jujur untuk semakin lama semakin banyak penyimpanan yang dihabiskan,Dan sering terjadi Bug jaringan,untuk fitur pemilihan Lane juga cacat,masih ada celah untuk melakukan fead dan membuat kekalahan pada Tim,namun yang paling menganggu adalah Masalah Jaringan, Tolong ditanggapi dengan serius Moonton,kasian para player",3
"Maaf MOONTOON Makin lama makin aneh game ni,sinyal naik turun gajelas.. Selalu reconect sendiri lagi,padahal sinyal bagus buat youtube sma medsos""lain Apalagi kalo pas war ngelag nya minta ampun sampek kaya jadi feeder setiap main.. Tolong perbaiki masalah ini secepatnya,agar pemain MLBB tidak kecewa #tolong di baca ""BANG MOONTOON""",3
"Mana nih hero baru? Jangan di covernya doang, cepet rilis.   Buat yg punya masalah jaringan, pake aja kartu Ind0sat 00red00, walau saya di pelosok tapi sinyal lancar. Lag bukan cuma gara gara sinyal, mungkin dari spek hpnya juga yg kurang. Turunin aja grafik nya. :)",3
"Akhir-akhir ini jaringan nya nggak stabil banget, ping anjlok sampai 219ms naik lagi 40ms mau di mode jaringan speed mode atau normal sama aja, nggak stabil, tiba² menghubungkan. Tolong jaringan nya segera di perbaiki. Note : jaringan error mulai di awal pertandingan sampai menit ke 4 , setelah itu ping udah mulai membaik meskipun masih tak stabil.",3
"Mohon segera diperbaiki bug dunia paralel nya ya min. Soalnya parah banget. Lagi asik main malah dibacotin team ditanyain ngapain. Dibilang troll. Aneh padahal kill banyak push tower juga oke. Anehnya pas udah di end, malah loading kembali ke dalam game, dan malah posisi kalah. Tolonglekas di perbaiki. Overall semua bagus.",3
"Game yang gak pernah berkembang dari dulu dari segi tim. Inilah penyebab orang2 males main ML. tiap kali bermain serius, pasti dikasih dark sistem. begitulah game ini. sekian informasi nya...",3
"Tlong lah montoon sinyal perbaiki knp lag,montonon sinyal benerin ga enak main ml ,game lain aman ini lagi trus",3
aku suka game ini tapi tolong Revamp Hero tigreal soalnya kurasa damage nya kurang banget. lalu yang masih rank warior -epic kasih bot/robot aja soalnya aku lose streak terus,3
monton kenapa si diamon gua selalu ilang kalo udah lebih dari 1 bulan itu pake duit co gua beli nya lumayan 20dm juga lah,3
"Sistem yang tidak adil, hilangkan saja solo ranked jika keadilan dalam bermain tidak ada, moonton tidak sedetail itu. Bisa tidak sistem secara otomatis mendapat teman bermain yang sama seperti tingkat skill ataupun banyak pertimbangan lain (KDA). Dalam hal ini menimbulkan kejenuhan dalam bermain, ini sebagai hiburan malah jadi bikin jenuh untuk memainkanya!",3
"Suka lag dan kurang stabil untuk game play nya, padahal hp spek tinggi dan sinyal juga bagus.... Harus di tingkat lagi untuk kesetabilan permainan nya terutama dalam masala sinyal.. jangan sampai keluar saat permainan akan di mulai,...",3
Sedikit keluhan tolong yah monton. Saya sering main di rank tapi dapat team tolol Mulu. Meraka player pemula. Jangan samakan akun level rendah dengan akun level tinggi kalo main di rank atas. Tolong cari yang sama² sebanding dengan level akun player tertentu jangan yang baru pemula. Biasa dapat tim tolol.,3
"min kenapa sekarang pencarian matchnya lama sampai setengah jam , diperbaiki lah min supaya gabuang buang waktu pas pencarian",3
makin gak jelas patah patah lag padahal sinyal bagus,3
"sebelumnya saya mau berterimakasih kepada moonton yg telah membuat game yg bagus ini, tapi sangat disayangkan untuk gamenya banyak sekali masalah seperti lag, bag, citres, tolong lah di sesuaikan lagi game nya terutama masalah lag karna semakin parah dan sangat mengganggu player. TERIMAKASIH.",3
game nya bagus tapi saya tidak afk tapi saya turun kredit skor,3
"Lama lama kesel main, saat hampir late game Malah lagg tiba tiba padahal sinyal bagus, youtube lancar. Makin update eh malah makin buruk. Tolong min dibenerin Sinyalnya. Ping merah padahal jaringan lancar apalagi kalo ranked. Thanks min.",3
"Untuk Hero,grafik,skinnya bagus dan banyak.tapi untuk masalah jaringan tolong diperbaiki lagi.soalnya pas saya main saya sudah menggunakan wifi dan data,sering ngelag padahal baru bayar dan isi.dan untuk keseimbangan tim tolong di lihat lagi,soalnya saya sering ketemu tim yang egois,mainnya sendiri dan juga saya sering ketemu musuh yg jago-jago,sedangkan tim saya skillnya hanya pas-pasan.tolong di perhatikan lagi moonton. YANG LIHAT AMPE ABIS SEMOGA PANTATNYA BISULAN",3
tolong ya ufdate nya jangan naik terus kapasitas GB nya,3
"Kepada moonton, saya selaku pemain anda dari lama, dan udh beberapa kali berganti akun mulai dari 0 hingga memiliki banyak item sampe sekarang pun masi main, saya selaku pemain menyarankan anda agar memilih match yang adil, maksud saya begini ketika saya bermain mode rank kenapa setiap player memiliki match sangat rendah sekali,ringkasnya begini. Total semua match saya sekitar 8k match, sedangan teman satu tim saya memiliki match yg rendah bahkan baru ratusan match tolong buat lebih adil lagi!!",3
"Moonton maaf aku kasih bintang 3,soal nya mekanisme team/musuh nya itu gila banget, kadang aku dapat team yang jelek, kadang dapat musuh yang pro semua, dan itu membuat ku lama kelamaan membenci mobile legend, karena.. Aku sebagai player solo merasa berat karena kadang mendapat musuh/team yang susah/troll. Dulu aku sangat suka bermain Mobile Legend Bang Bang karena Gameplay yang bagus, tetapi sayang mekanisme team/musuh terlalu sampah. Mungkin itu yang membuat player merasa bosan bermain Mlbb.",3
"Game ini semakin lama semakin berat untuk ukuran game MOBA Analog, di penyimpanan Hp saya hampir 5 GB. Dan sering nge stuck saat memainkan game ini, padahal RAM Hp saya 4 GB, jaringan Wifi dan Data juga lancar. Tapi tetap saja kesulitan menjalankannya. Apakah pihak MOONTON ada solusi dari masalah ini???",3
"monton skrg tidak memuaskan para gamers kelas bawah, sinyal merah dan lemot bngt leg terus saat war, awal masuk pertandingan sinyal mutar dan tdk bisa melanjutkan pertandingan harus keluar game dulu, baru bisa mulai lagi, selama keluar game untuk loding kembali, level sudh kalah jauh sama musuh, tolong di perbaiki sistem montonnya, kepuasan pemain di utamakan terutama perbaikan sinyal..",3
"matchmaking nya kadang tidak seimbang, main duo ketemu tim trio yang aneh sedangkan tim lawan jago"" lumayan sering juga mengalami stuck di pertandingan maupun di loading screen udah 2x mengalami stuck pertama bareng dengan rekan saya (saya bermain trio) dan barusan pas sedang duo. kenapa makin hari malah makin banyak bug atau eror dari sistem nya? tiap update bukannya makin bagus malah turun. tolong jangan perbanyak skin mulu perbaiki sistem nya. yang dibutuhkan buat bermain bukan hanya skin!",3
"Game selalu Lag, tolong servernya di perbaiki, jangan mentang mentang udah populer, jika ada moba yang seperti ini rilis dengan game yang sama kontrolnya tanpa lag, kemungkinan bakal pindah. Banyak yang ngeluh selalu lag tapi kayaknya sekedar di baca saja,",3
"Untuk pihak moonton, jangan mayoritas update skin melulu, saya bermain mayhem memakai wifi yang sinyalnya sangat bagus, tetapi disaat digunakan untuk bermain di mode mayhem ping selalu tidak stabil, dari kuning ke merah kembali ke hijau lagi dan begitu seterusnya, saya sangat berharap bahwa pihak moonton mengupdate masalah jaringan dikarenakan ini bisa membuat skill pemain menurun drastis. sekian, terimakasih. untuk sementara saya rate 3:)",3
"Saran dari buat moonton, kenapa tiba tiba sering nge refresh sendiri pas sedang mau masuk ke dalam pertempuran, itu sangat mengganggu, terus jangan juga salahkan player afk ya! Salahin dulu server mobile legends jelek banget nyampe ping bisa merah, terus hijau(gak stabil)",3
"kalo main solo dapet tim jelek mlu,giliran main sma temen rasis kek mandang rank.giliran yang rank tinggi dapet tim jago kalo main solo dan dapet lawan boot.semenjak peraturan ml nya di ubah jadi sesuai role banyak dapet tim ga bener.mau di reqruitment,di clasic,di brawl sma aja dapet tim aneh.",3
"Setelah update malah ping sering ngedrop pas war selalu begitu dadakan bikin nurunin mmr ,make wifi juga sama aja yang bermasalah bukan jaringan tapi emang mobile legends bang bang tidak mampu mengatasi peemasalahan ini ,percuma ada berapa pun komentar ini tidak akan di gubris ,berbeda dengan game lain yang saya mainkan semua aman dengan masalah ping in game jadi tidak membuat player kesal dan bisa mengeluarkan kemampuan skill nya untuk hero tertentu dengan maksimal .tolong di peebaiki .",3
"Tolong ini sistemnya di balikin lagi kya 3 bulan terakhir, masa mau masukin akun monton harus verifikasi dulu, pdhl verifikasi perangkat barunya di nonaktifin. Satu lagi ini game klo war sinyalnya naik drastis trs juga freeze sma frame gtu hp nya. Tolong ya di Benerin:)",3
"Halo, saya pemain lama dari game ini, Saya mau memberik masukan tentang magic chess , untuk hero buss tolong cooldown skill hero lv.3 diperpendek. Jika 18 round cooldownnya pemain tidak bisa memakainnya lebih dari sekali saja.. karna permainan habis saat cooldownnya tinggal 8 sampai 10 round. Tolong di turunkan cooldownnya jadi 10 atau 12 round. Dan satu lagi tolong kembalikan mic agar kami satu team bisa berbicara, tapi bukan untuk umum. Hanya teman satu lobby saja yg bisa menghidupkan mic",3
"Untuk game nya saya suka, cuma terkadang kita tidak dipertemukan dengan tim yang sebanding dan untuk jaringan nya tolong diperbaiki lagi pas masuk game lancar aja di tes jaringan juga lancar aja tp kenapa pas main gamenya tiba tiba lag padahal pake WiFi lancar aja buat buka yg lain, tolong itu aja yg diperbaiki lg kalo seperti ini trus saya mungkin akan pindah game. Terima kasih",3
"Saya bermain game ini dari season 4,walaupun banyak keluhan tp yg skrg semenjak update terakhir game jd banyak bug, jaringan down tiba2, gak bs masuk dlm game, pokokx jd semakin parah.. Kalau gk cepat diperbaiki mending uninstal beralih ke game lain... Pokokx KECEWA BERAT..",3
"Tolong dong itu yang pakai file tambahan seperti MAPHACK DI BAN PERMANEN aja langsung gausah ada peringatan lagi . Secara keseluruhan udah bagus tapi ""Tolong perbaiki bug dan lag nya lagi"" dan hero nya di tambah lebih banyak lagi",3
"Tolong untuk fitur gk penting di buang aja, jangan di tambah terus... Kayak mode mode tuh terlalu banyak... Knp nggak di pisah aja gitu kayak mobile legend adventure? Mode chess dll itu di pisah di apk lain sedangkan untuk matching moba 5v5 nya ttp di sini. Kalau begitu kan gk banyak memori yang terbuang! Banyak mode juga belum tentu bakalan di mainkan juga? Palingan cuma sekali sisanya lari ke mode rank or classic juga kan?",3
Gameplay nya sudah sangat bagus tapi sangat disayangkang ketika gameplay ping sering meningkat diatas 120 sehingga menggagu sekali karena hero bisa jalan sendiri atau tidak bisa dikendalikan bahkan tiba tiba sudah mati mohon sangat untuk diperbaiki masalah ping besar padahal sinyal sangat baik,3
"Kadang kita kena pelanggaran AFK bukan karena ada niat. Tapi karena koneksi internetnya yang tiba2 lambat, ada juga yang disebabkan karena koneksi wifinya mati (Listrik Padam). Saat mengajukan banding juga ditolak. Heran! Ini yang harus diperhatikan, dibedakan, dan diperbaiki.",3
"fitur lane apus boss, ketemu anomali, match lamaa, maen kebanyakan ga sesuai role",3
"Cape bgt sma ni game tiap kali update pasti banyak bug meresahkan yang bikin risih, dan juga kadang sehabis update sering lag atau semacamnya, dan juga tentang masalah bug ,sering kali saya ketemu orang menggunakan bug yang meresahkan contoh nya seperti player yang baru level 1 tapi dia sudah bisa mengeluarkan ultimate/skil 3 and juga kadang ketemu player yang tidak setara contoh nya saya bermain di rank legend 1 tapi knp saya bertemu dengan player yang rank nya epic ya? padahal saya main solo?",3
Jaringan sering lambat dan ada beberapa buh pada hero yg kurang terdeteksi untuk diperbaiki. Seperti pada hero atlas bahwa ulti sering gagal saat chaneling rantai dan musuh bisa lolos sehingga tidak bisa terkena ulti atlas.,3
1.tim saya kok selalu lostrek gimana monton 2. selalu mendapatkan Tim beban😭😭,3
"Game nya OK. Tapi ada kurangnya, game game lain sih file tambahannya di simpan di obb. Tapi kenapa ini di data? Hal ini sekaligus mempersulit kami dalam mensharenya ke teman kami. Juga pendownloadan latar belakangnya bisa di paused gak?, Gak semua orang sultan kuota, gak semua orang free kapasitas rom. Maka saran saya latarbelakangnya dapat di paused, juga file tambahan ada di obb. Bagaimana kalo gk sengaja ke clear data?<<hal itu merepotkan kami. 👌👍",3
"Game ini seru, banyak hero yang patut dicoba, saya menjadi ketagihan. Tapi sayang sekali... Akhir akhir ini tidak bisa reconnect pertandingan... Dan harus restart game setiap menyelesaikan satu pertandingan... Developer tolong perbaiki🙏",3
Awalnya bagus...tpi makin kesini malah sering tejadi masalah dengan servernya koneksi saya baik tpi selalu menghubungkan ulang dan kuota pun masih ada tapi tetap saja selalu menghubungkan ulang!mohon untuk Di PERBAIKI! Trimakasih.,3
"apaan sih!? waktu loading gamenya baik2 aja,tapi begitu loading masuk battle, katanya error loading file terus disuruh reload, padahal udah coba pake wifi, trus pake kuota, sama aja, padahal sinyal bagus banget. bangsad!",3
"masalah yang lama gak selesai selesai,waktu war ngelag melulu",3
